Energy_keV,Signal_counts,Background_counts,Total_counts,Total_norm
2461.669921875,0,1,1,1.0
2463.134765625,0,1,1,1.0
2464.599609375,0,1,1,1.0
2466.064453125,0,0,0,0.0
2467.529296875,0,0,0,0.0
2468.994140625,0,0,0,0.0
2470.458984375,0,0,0,0.0
2471.923828125,0,0,0,0.0
2473.388671875,0,0,0,0.0
2474.853515625,0,0,0,0.0
2476.318359375,0,0,0,0.0
2477.783203125,0,0,0,0.0
2479.248046875,0,0,0,0.0
2480.712890625,0,0,0,0.0
2482.177734375,0,0,0,0.0
2483.642578125,0,0,0,0.0
2485.107421875,0,1,1,1.0
2486.572265625,0,0,0,0.0
2488.037109375,0,0,0,0.0
2489.501953125,0,1,1,1.0
2490.966796875,0,0,0,0.0
2492.431640625,0,1,1,1.0
2493.896484375,0,0,0,0.0
2495.361328125,0,0,0,0.0
2496.826171875,0,0,0,0.0
2498.291015625,0,0,0,0.0
2499.755859375,0,0,0,0.0
2501.220703125,0,0,0,0.0
2502.685546875,0,0,0,0.0
2504.150390625,0,0,0,0.0
2505.615234375,0,0,0,0.0
2507.080078125,0,0,0,0.0
2508.544921875,0,0,0,0.0
2510.009765625,0,0,0,0.0
2511.474609375,0,0,0,0.0
2512.939453125,0,0,0,0.0
2514.404296875,0,0,0,0.0
2515.869140625,0,0,0,0.0
2517.333984375,0,0,0,0.0
2518.798828125,0,0,0,0.0
2520.263671875,0,0,0,0.0
2521.728515625,0,0,0,0.0
2523.193359375,0,0,0,0.0
2524.658203125,0,0,0,0.0
2526.123046875,0,0,0,0.0
2527.587890625,0,0,0,0.0
2529.052734375,0,0,0,0.0
2530.517578125,0,0,0,0.0
2531.982421875,0,0,0,0.0
2533.447265625,0,0,0,0.0
2534.912109375,0,0,0,0.0
2536.376953125,0,0,0,0.0
2537.841796875,0,0,0,0.0
2539.306640625,0,0,0,0.0
2540.771484375,0,0,0,0.0
2542.236328125,0,0,0,0.0
2543.701171875,0,0,0,0.0
2545.166015625,0,0,0,0.0
2546.630859375,0,0,0,0.0
2548.095703125,0,0,0,0.0
2549.560546875,0,0,0,0.0
2551.025390625,0,0,0,0.0
2552.490234375,0,0,0,0.0
2553.955078125,0,0,0,0.0
2555.419921875,0,0,0,0.0
2556.884765625,0,0,0,0.0
2558.349609375,0,0,0,0.0
2559.814453125,0,0,0,0.0
2561.279296875,0,0,0,0.0
2562.744140625,0,0,0,0.0
2564.208984375,0,0,0,0.0
2565.673828125,0,0,0,0.0
2567.138671875,0,0,0,0.0
2568.603515625,0,1,1,1.0
2570.068359375,0,0,0,0.0
2571.533203125,0,0,0,0.0
2572.998046875,0,0,0,0.0
2574.462890625,0,0,0,0.0
2575.927734375,0,0,0,0.0
2577.392578125,0,0,0,0.0
2578.857421875,0,0,0,0.0
2580.322265625,0,0,0,0.0
2581.787109375,0,0,0,0.0
2583.251953125,0,0,0,0.0
2584.716796875,0,0,0,0.0
2586.181640625,0,0,0,0.0
2587.646484375,0,0,0,0.0
2589.111328125,0,0,0,0.0
2590.576171875,0,0,0,0.0
2592.041015625,0,0,0,0.0
2593.505859375,0,0,0,0.0
2594.970703125,0,0,0,0.0
2596.435546875,0,0,0,0.0
2597.900390625,0,0,0,0.0
2599.365234375,0,0,0,0.0
2600.830078125,0,0,0,0.0
2602.294921875,0,0,0,0.0
2603.759765625,0,0,0,0.0
2605.224609375,0,0,0,0.0
2606.689453125,0,0,0,0.0
2608.154296875,0,0,0,0.0
2609.619140625,0,0,0,0.0
2611.083984375,0,0,0,0.0
2612.548828125,0,0,0,0.0
2614.013671875,0,0,0,0.0
2615.478515625,0,0,0,0.0
2616.943359375,0,0,0,0.0
2618.408203125,0,0,0,0.0
2619.873046875,0,0,0,0.0
2621.337890625,0,0,0,0.0
2622.802734375,0,0,0,0.0
2624.267578125,0,0,0,0.0
2625.732421875,0,0,0,0.0
2627.197265625,0,0,0,0.0
2628.662109375,0,0,0,0.0
2630.126953125,0,0,0,0.0
2631.591796875,0,0,0,0.0
2633.056640625,0,0,0,0.0
2634.521484375,0,0,0,0.0
2635.986328125,0,0,0,0.0
2637.451171875,0,0,0,0.0
2638.916015625,0,0,0,0.0
2640.380859375,0,0,0,0.0
2641.845703125,0,0,0,0.0
2643.310546875,0,0,0,0.0
2644.775390625,0,0,0,0.0
2646.240234375,0,0,0,0.0
2647.705078125,0,0,0,0.0
2649.169921875,0,0,0,0.0
2650.634765625,0,0,0,0.0
2652.099609375,0,0,0,0.0
2653.564453125,0,0,0,0.0
2655.029296875,0,0,0,0.0
2656.494140625,0,0,0,0.0
2657.958984375,0,0,0,0.0
2659.423828125,0,0,0,0.0
2660.888671875,0,0,0,0.0
2662.353515625,0,0,0,0.0
2663.818359375,0,0,0,0.0
2665.283203125,0,0,0,0.0
2666.748046875,0,0,0,0.0
2668.212890625,0,0,0,0.0
2669.677734375,0,0,0,0.0
2671.142578125,0,0,0,0.0
2672.607421875,0,0,0,0.0
2674.072265625,0,0,0,0.0
2675.537109375,0,0,0,0.0
2677.001953125,0,0,0,0.0
2678.466796875,0,0,0,0.0
2679.931640625,0,0,0,0.0
2681.396484375,0,0,0,0.0
2682.861328125,0,0,0,0.0
2684.326171875,0,0,0,0.0
2685.791015625,0,0,0,0.0
2687.255859375,0,0,0,0.0
2688.720703125,0,0,0,0.0
2690.185546875,0,0,0,0.0
2691.650390625,0,0,0,0.0
2693.115234375,0,0,0,0.0
2694.580078125,0,0,0,0.0
2696.044921875,0,0,0,0.0
2697.509765625,0,0,0,0.0
2698.974609375,0,0,0,0.0
2700.439453125,0,0,0,0.0
2701.904296875,0,0,0,0.0
2703.369140625,0,0,0,0.0
2704.833984375,0,0,0,0.0
2706.298828125,0,0,0,0.0
2707.763671875,0,0,0,0.0
2709.228515625,0,0,0,0.0
2710.693359375,0,0,0,0.0
2712.158203125,0,0,0,0.0
2713.623046875,0,0,0,0.0
2715.087890625,0,0,0,0.0
2716.552734375,0,0,0,0.0
2718.017578125,0,0,0,0.0
2719.482421875,0,0,0,0.0
2720.947265625,0,0,0,0.0
2722.412109375,0,0,0,0.0
2723.876953125,0,0,0,0.0
2725.341796875,0,0,0,0.0
2726.806640625,0,0,0,0.0
2728.271484375,0,0,0,0.0
2729.736328125,0,0,0,0.0
2731.201171875,0,0,0,0.0
2732.666015625,0,0,0,0.0
2734.130859375,0,0,0,0.0
2735.595703125,0,0,0,0.0
2737.060546875,0,0,0,0.0
2738.525390625,0,0,0,0.0
2739.990234375,0,0,0,0.0
2741.455078125,0,0,0,0.0
2742.919921875,0,0,0,0.0
2744.384765625,0,0,0,0.0
2745.849609375,0,0,0,0.0
2747.314453125,0,0,0,0.0
2748.779296875,0,0,0,0.0
2750.244140625,0,0,0,0.0
2751.708984375,0,0,0,0.0
2753.173828125,0,0,0,0.0
2754.638671875,0,0,0,0.0
2756.103515625,0,0,0,0.0
2757.568359375,0,0,0,0.0
2759.033203125,0,0,0,0.0
2760.498046875,0,0,0,0.0
2761.962890625,0,0,0,0.0
2763.427734375,0,0,0,0.0
2764.892578125,0,0,0,0.0
2766.357421875,0,0,0,0.0
2767.822265625,0,0,0,0.0
2769.287109375,0,0,0,0.0
2770.751953125,0,0,0,0.0
2772.216796875,0,0,0,0.0
2773.681640625,0,0,0,0.0
2775.146484375,0,0,0,0.0
2776.611328125,0,0,0,0.0
2778.076171875,0,0,0,0.0
2779.541015625,0,0,0,0.0
2781.005859375,0,0,0,0.0
2782.470703125,0,0,0,0.0
2783.935546875,0,0,0,0.0
2785.400390625,0,0,0,0.0
2786.865234375,0,0,0,0.0
2788.330078125,0,0,0,0.0
2789.794921875,0,0,0,0.0
2791.259765625,0,0,0,0.0
2792.724609375,0,0,0,0.0
2794.189453125,0,0,0,0.0
2795.654296875,0,0,0,0.0
2797.119140625,0,0,0,0.0
2798.583984375,0,0,0,0.0
2800.048828125,0,0,0,0.0
2801.513671875,0,0,0,0.0
2802.978515625,0,0,0,0.0
2804.443359375,0,0,0,0.0
2805.908203125,0,0,0,0.0
2807.373046875,0,0,0,0.0
2808.837890625,0,0,0,0.0
2810.302734375,0,0,0,0.0
2811.767578125,0,0,0,0.0
2813.232421875,0,0,0,0.0
2814.697265625,0,0,0,0.0
2816.162109375,0,0,0,0.0
2817.626953125,0,0,0,0.0
2819.091796875,0,0,0,0.0
2820.556640625,0,0,0,0.0
2822.021484375,0,0,0,0.0
2823.486328125,0,0,0,0.0
2824.951171875,0,0,0,0.0
2826.416015625,0,0,0,0.0
2827.880859375,0,0,0,0.0
2829.345703125,0,0,0,0.0
2830.810546875,0,0,0,0.0
2832.275390625,0,0,0,0.0
2833.740234375,0,0,0,0.0
2835.205078125,0,0,0,0.0
2836.669921875,0,0,0,0.0
2838.134765625,0,0,0,0.0
2839.599609375,0,0,0,0.0
2841.064453125,0,0,0,0.0
2842.529296875,0,0,0,0.0
2843.994140625,0,0,0,0.0
2845.458984375,0,0,0,0.0
2846.923828125,0,0,0,0.0
2848.388671875,0,0,0,0.0
2849.853515625,0,0,0,0.0
2851.318359375,0,0,0,0.0
2852.783203125,0,0,0,0.0
2854.248046875,0,0,0,0.0
2855.712890625,0,0,0,0.0
2857.177734375,0,0,0,0.0
2858.642578125,0,0,0,0.0
2860.107421875,0,0,0,0.0
2861.572265625,0,0,0,0.0
2863.037109375,0,0,0,0.0
2864.501953125,0,0,0,0.0
2865.966796875,0,0,0,0.0
2867.431640625,0,0,0,0.0
2868.896484375,0,0,0,0.0
2870.361328125,0,0,0,0.0
2871.826171875,0,0,0,0.0
2873.291015625,0,0,0,0.0
2874.755859375,0,0,0,0.0
2876.220703125,0,0,0,0.0
2877.685546875,0,0,0,0.0
2879.150390625,0,0,0,0.0
2880.615234375,0,0,0,0.0
2882.080078125,0,0,0,0.0
2883.544921875,0,0,0,0.0
2885.009765625,0,0,0,0.0
2886.474609375,0,0,0,0.0
2887.939453125,0,0,0,0.0
2889.404296875,0,0,0,0.0
2890.869140625,0,0,0,0.0
2892.333984375,0,0,0,0.0
2893.798828125,0,0,0,0.0
2895.263671875,0,0,0,0.0
2896.728515625,0,0,0,0.0
2898.193359375,0,0,0,0.0
2899.658203125,0,0,0,0.0
2901.123046875,0,0,0,0.0
2902.587890625,0,0,0,0.0
2904.052734375,0,0,0,0.0
2905.517578125,0,0,0,0.0
2906.982421875,0,0,0,0.0
2908.447265625,0,0,0,0.0
2909.912109375,0,0,0,0.0
2911.376953125,0,0,0,0.0
2912.841796875,0,0,0,0.0
2914.306640625,0,0,0,0.0
2915.771484375,0,0,0,0.0
2917.236328125,0,0,0,0.0
2918.701171875,0,0,0,0.0
2920.166015625,0,0,0,0.0
2921.630859375,0,0,0,0.0
2923.095703125,0,0,0,0.0
2924.560546875,0,0,0,0.0
2926.025390625,0,0,0,0.0
2927.490234375,0,0,0,0.0
2928.955078125,0,0,0,0.0
2930.419921875,0,0,0,0.0
2931.884765625,0,0,0,0.0
2933.349609375,0,0,0,0.0
2934.814453125,0,0,0,0.0
2936.279296875,0,0,0,0.0
2937.744140625,0,0,0,0.0
2939.208984375,0,0,0,0.0
2940.673828125,0,0,0,0.0
2942.138671875,0,0,0,0.0
2943.603515625,0,0,0,0.0
2945.068359375,0,0,0,0.0
2946.533203125,0,0,0,0.0
2947.998046875,0,0,0,0.0
2949.462890625,0,0,0,0.0
2950.927734375,0,0,0,0.0
2952.392578125,0,0,0,0.0
2953.857421875,0,0,0,0.0
2955.322265625,0,0,0,0.0
2956.787109375,0,0,0,0.0
2958.251953125,0,0,0,0.0
2959.716796875,0,0,0,0.0
2961.181640625,0,0,0,0.0
2962.646484375,0,0,0,0.0
2964.111328125,0,0,0,0.0
2965.576171875,0,0,0,0.0
2967.041015625,0,0,0,0.0
2968.505859375,0,0,0,0.0
2969.970703125,0,0,0,0.0
2971.435546875,0,0,0,0.0
2972.900390625,0,0,0,0.0
2974.365234375,0,0,0,0.0
2975.830078125,0,0,0,0.0
2977.294921875,0,0,0,0.0
2978.759765625,0,0,0,0.0
2980.224609375,0,0,0,0.0
2981.689453125,0,0,0,0.0
2983.154296875,0,0,0,0.0
2984.619140625,0,0,0,0.0
2986.083984375,0,0,0,0.0
2987.548828125,0,0,0,0.0
2989.013671875,0,0,0,0.0
2990.478515625,0,0,0,0.0
2991.943359375,0,0,0,0.0
2993.408203125,0,0,0,0.0
2994.873046875,0,0,0,0.0
2996.337890625,0,0,0,0.0
2997.802734375,0,0,0,0.0
2999.267578125,0,0,0,0.0
